file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\dtiDigital\Desktop\lab-experimentacao-software\lab02\code\trials\mirelly_alvarenga\IA\K06\Solution.java,katas.k06.Solution,totalNQueens/1[int],false,14,2,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,3,0,2,0,0,0,0,5,1,0,false
C:\Users\dtiDigital\Desktop\lab-experimentacao-software\lab02\code\trials\mirelly_alvarenga\IA\K06\Solution.java,katas.k06.Solution,"solve/5[int,int,boolean[],boolean[],boolean[]]",false,18,2,3,2,1,6,1,21,2,4,5,1,1,0,1,1,0,0,0,4,11,4,2,0,0,0,11,2,0,false
