file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\luisa\OneDrive\Área de Trabalho\facul ou trabalho\medicao\lab-experimentacao-software\lab02\code\trials\Luisa\IA\K06\Solution.java,Solution,"backtrack/6[int,int,int[],boolean[],boolean[],boolean[]]",false,11,3,3,2,1,6,1,14,1,3,6,1,1,0,1,1,0,0,0,3,9,5,2,0,0,0,11,2,0,false
C:\Users\luisa\OneDrive\Área de Trabalho\facul ou trabalho\medicao\lab-experimentacao-software\lab02\code\trials\Luisa\IA\K06\Solution.java,Solution,totalNQueens/1[int],false,4,3,1,0,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,5,1,4,0,0,0,0,7,1,0,false
